,COMPOUND_NAME,SACRI_PERIOD,DOSE_LEVEL,RBC(x10_4/ul),Hb(g/dL),Ht(%),MCV(fL),MCH(pg),MCHC(%),Ret(%),Plat(x10_4/uL),WBC(x10_2/uL),Neu(%),Eos(%),Bas(%),Mono(%),Lym(%),PT(s),APTT(s),Fbg(mg/dL),ALP(IU/L),TC(mg/dL),TG(mg/dL),PL(mg/dL),TBIL(mg/dL),DBIL(mg/dL),GLC(mg/dL),BUN(mg/dL),CRE(mg/dL),Na(meq/L),K(meq/L),Cl(meq/L),Ca(mg/dL),IP(mg/dL),TP(g/dL),RALB(g/dL),A/G,AST(IU/L),ALT(IU/L),LDH(IU/L),GTP(IU/L)
6950,benziodarone,8 day,Middle,569.11597,10.0986,33.867626,67.09303,22.29681,40.694965,28.118698,190.30788,303.96295,42.269688,2.2327666,1.0239532,25.14177,49.75431,33.13595,45.917686,406.5894,2650.8013,319.0157,456.02667,536.889,3.431734,3.360567,253.0522,98.1254,0.8140428,138.46767,5.283042,103.8064,10.5234585,9.85529,5.5623026,3.307419,1.9140091,916.6315,249.43988,961.6001,19.18312
6951,phenobarbital,15 day,High,728.9898,9.385845,42.021145,62.93126,22.63008,38.878193,19.325512,146.61371,169.47992,53.681747,2.3378792,0.7814795,17.61711,50.097588,25.141546,36.824127,600.15204,2176.7356,340.65335,408.36588,418.42575,1.2385211,1.9837883,296.00183,115.263596,0.85567486,139.6654,5.033357,108.08331,9.261327,7.615179,6.01794,2.9437478,1.6534204,684.0778,241.8777,945.4083,12.721345
6952,chlormezanone,29 day,Low,687.6498,9.349409,39.99435,63.3192,22.692432,38.864353,21.589369,160.9457,192.60905,52.566936,2.5006547,0.832476,18.91209,50.945713,27.153603,40.421936,558.44116,2284.1548,351.10474,418.77554,461.75342,1.5735184,2.1690726,292.4718,116.442635,0.85824484,139.60289,5.1512213,107.37146,9.482367,8.196012,5.923245,2.901796,1.6924407,712.6524,245.80142,988.1475,14.090227
6953,bucetin,15 day,Low,697.4166,9.341377,40.343166,63.2279,22.701096,38.873875,21.206892,157.25415,188.2002,52.677948,2.4731336,0.8213125,18.688093,50.73238,26.638172,39.721676,565.3856,2242.1814,350.01752,418.07764,454.81204,1.507266,2.1286297,293.49084,116.588745,0.8556769,139.63441,5.1176767,107.48663,9.43905,8.113297,5.94261,2.9070299,1.6773386,707.4707,244.88403,976.24615,13.861984
6954,caffeine,15 day,Middle,733.909,9.370508,42.252106,63.07854,22.62616,38.84463,19.127941,146.19414,168.00484,53.631668,2.323875,0.78144187,17.540207,49.947475,25.015797,36.523132,602.9134,2165.6963,340.47394,407.83215,413.15997,1.2192373,1.9843584,296.35837,114.52363,0.8627332,139.66368,5.0128455,108.24881,9.249058,7.5181527,6.0212216,2.9473922,1.6542302,679.0422,241.10237,947.11145,12.652217
6955,carboplatin,8 day,Middle,811.4498,9.4698105,46.019882,62.18602,22.410393,38.66741,14.862696,120.68625,128.03555,56.04645,1.9944849,0.68887544,15.251214,47.907288,21.530296,30.496489,670.38824,1962.344,318.9023,389.7656,333.15506,0.7339066,1.6403521,302.0008,110.76835,0.8637554,139.70076,4.796322,109.704475,8.834891,6.465661,6.242868,2.9978595,1.586577,626.87036,233.3242,878.91327,10.199508
6956,fluphenazine,8 day,Low,550.638,10.637367,34.07742,68.014084,21.99845,41.69081,30.411469,186.04727,345.3394,41.274467,1.9050246,1.0299525,28.933945,46.721596,32.39058,42.59069,344.72925,2732.635,269.26596,511.11282,477.68118,3.9268298,3.431113,238.92784,82.99597,0.6985523,136.90344,5.109833,103.475685,10.947032,9.718203,5.6214848,3.6693726,1.9563364,995.413,240.66791,835.20044,20.05766
6957,carbamazepine,15 day,High,667.2749,9.334467,38.88968,63.519653,22.731148,38.96465,22.70422,166.72163,203.79706,51.822777,2.596799,0.85440475,19.502018,51.33361,27.915886,42.108986,536.7564,2328.4946,355.4787,423.35812,485.21216,1.758185,2.2567756,291.55786,117.171036,0.85599816,139.5822,5.2047386,106.97899,9.590339,8.541021,5.874649,2.8878124,1.7094179,722.0138,248.91359,999.0006,14.668018
6958,phenobarbital,29 day,Low,725.7407,9.380135,41.85581,62.99546,22.63452,38.86327,19.437946,149.41649,172.1517,53.46391,2.36767,0.79318976,17.761185,50.228218,25.46099,37.280678,594.86835,2181.087,341.61945,413.62717,422.1145,1.2809138,2.0084286,294.73938,114.87956,0.8594541,139.64955,5.031149,108.09523,9.297643,7.6449285,6.0083137,2.9279954,1.6577592,688.0005,243.16994,953.8902,12.86631
6959,coumarin,15 day,Low,778.372,9.495562,44.442295,62.711937,22.518055,38.75754,16.639116,131.91454,144.07487,54.608517,2.135569,0.727196,16.237902,48.887695,23.050278,33.03317,643.6372,2059.2986,328.8027,398.78882,369.49106,0.9259085,1.7784115,298.49973,112.37524,0.8640915,139.67194,4.883321,109.12246,9.013218,6.8739347,6.145892,2.9777184,1.61337,648.33026,236.98409,911.16077,11.195044
6960,lomustine,29 day,Middle,732.4308,9.36242,42.153233,63.036045,22.611671,38.808056,19.158733,147.18393,168.4615,53.575966,2.3371084,0.78907084,17.57042,50.227024,25.241777,36.8187,601.09937,2169.1963,341.14105,406.9421,415.26733,1.2313995,1.9803374,295.78986,115.12246,0.86222607,139.6746,5.0189905,108.175804,9.260242,7.5524397,6.0151668,2.939073,1.6575176,683.6947,241.50146,948.24554,12.729214
6961,colchicine,29 day,High,560.5372,10.435998,34.034714,67.641945,22.10821,41.31929,29.212399,188.70157,326.8148,41.423214,2.0491405,1.0354118,27.311153,47.99981,32.768047,44.114964,374.28577,2686.7385,291.0424,485.72177,503.4441,3.711479,3.4150858,243.74425,89.71772,0.754721,137.63686,5.1754694,103.57502,10.760154,9.810034,5.5905204,3.5039837,1.9394459,958.8996,244.03848,896.3523,19.627834
6962,allyl alcohol,29 day,High,811.867,9.460005,46.115303,62.188534,22.433971,38.641743,14.830838,119.01931,126.83302,55.93486,1.9708543,0.688841,15.172761,48.00847,21.433073,30.375732,672.15515,1963.0934,317.52213,387.05695,330.58185,0.7280128,1.6289718,302.09546,110.98745,0.86726594,139.73021,4.7985926,109.65442,8.829514,6.4440303,6.246535,2.9961958,1.5870312,624.5087,232.8543,875.13837,10.234979
6963,methyldopa,8 day,Middle,740.4787,9.434878,42.58736,62.92593,22.599016,38.831722,18.763437,144.17532,164.63805,53.594776,2.3039632,0.7730896,17.346804,49.788776,24.748241,36.149796,607.5925,2149.7024,339.80295,406.819,408.4891,1.1811178,1.9477015,296.5799,114.2599,0.8595135,139.64133,4.9983115,108.317535,9.212679,7.4444113,6.040201,2.937749,1.6491305,677.494,239.61694,944.5506,12.442663
6964,WY-14643,29 day,Middle,624.5617,9.173875,36.297726,64.150406,22.810019,39.246136,24.74242,182.45631,223.82532,50.264526,2.7689319,0.8961818,20.426563,52.76438,30.150703,45.822857,499.09103,2412.8262,365.01202,423.60986,546.7963,2.1772518,2.4442813,285.39374,121.05591,0.8652219,139.5917,5.370603,105.84598,9.777833,9.204122,5.7547545,2.8951375,1.7685754,761.766,252.082,1032.9773,16.428314
6965,theophylline,15 day,Low,762.6317,9.441235,43.498585,62.78114,22.500444,38.83492,17.633398,137.93654,153.39906,54.327568,2.2356699,0.75307536,16.802357,49.47539,23.82356,34.412914,627.93915,2103.216,333.4892,402.72574,387.8413,1.030911,1.866838,297.22043,113.21232,0.8660871,139.71292,4.928343,108.73214,9.117931,7.0989704,6.0933733,2.9504306,1.6360161,660.93384,238.2809,919.5131,11.712216
6966,sulpiride,15 day,Middle,585.6792,9.656202,33.67458,66.135414,22.48916,40.04546,27.281994,191.25021,278.2457,44.09576,2.454874,1.0088204,23.329924,51.601418,32.91969,48.503613,431.2269,2626.794,347.40808,420.36432,564.29425,3.1256788,3.2736473,262.7362,107.08312,0.8563147,139.37012,5.4136863,104.105965,10.282784,9.851352,5.554361,3.0729911,1.8747257,878.0603,258.77963,1016.0408,18.893528
6967,acetaminophen,29 day,Low,779.5464,9.450003,44.513573,62.53737,22.48182,38.807274,16.471586,131.12286,144.2685,54.905254,2.133183,0.72965413,16.05988,48.777744,22.91532,32.87645,646.53503,2054.4275,327.16174,398.68167,367.009,0.90616816,1.7708925,298.95822,112.30568,0.86679685,139.71492,4.8864064,109.06454,9.0167465,6.874442,6.1555185,2.9707537,1.6176176,646.981,234.79803,906.01337,11.216651
6968,acetazolamide,8 day,Middle,794.9642,9.455342,45.307766,62.468704,22.476912,38.752014,15.721294,126.0535,135.98068,55.515064,2.0706294,0.70611405,15.706293,48.591885,22.204227,31.7507,657.88666,2010.9434,322.73438,393.99945,350.0726,0.81609297,1.6918647,299.8976,112.00946,0.86723137,139.7375,4.8415174,109.34036,8.919283,6.649757,6.2033544,2.9893265,1.6028508,637.4415,233.89435,895.15063,10.682494
6969,promethazine,15 day,High,569.491,10.151887,34.049267,67.10028,22.260649,40.814995,28.090702,190.37733,304.91107,42.12332,2.206946,1.0257709,25.317123,49.542923,33.058247,45.885258,405.05676,2654.7888,315.02118,455.50156,535.29205,3.4551294,3.3560843,251.36322,97.3935,0.8104912,138.41194,5.263047,103.75777,10.524678,9.845874,5.558421,3.321502,1.9185452,921.62085,249.65671,960.06744,19.20266
6970,moxisylyte,8 day,Low,583.18243,9.282204,33.614098,65.79139,22.77761,39.47908,26.754097,189.52246,261.92606,45.258408,2.5637732,0.9803364,22.402504,52.376904,32.688877,49.544434,443.91293,2607.4192,358.68518,406.6906,573.2904,2.934875,3.1156268,270.55508,114.79032,0.87133044,139.74776,5.482217,104.42525,10.138476,9.838088,5.5823483,2.969847,1.8550764,852.51056,261.6468,1045.2163,18.781748
6971,valproic acid,8 day,High,783.5786,9.459316,44.74102,62.515278,22.488161,38.779343,16.285048,129.37585,141.17859,55.147484,2.1034765,0.7242079,15.98753,48.963017,22.70318,32.547127,650.62494,2060.7087,324.02905,396.8439,359.03836,0.88039076,1.761918,299.20554,112.21601,0.86534905,139.70163,4.884507,109.160034,8.978908,6.8124514,6.1621675,2.9762044,1.6217489,645.6901,234.89717,902.9243,11.036336
6972,adapin,8 day,High,568.59766,10.219279,33.921944,67.25131,22.206566,40.943104,28.396814,189.81604,310.5667,41.837128,2.184858,1.0295904,25.73632,49.07455,33.01924,45.52452,397.56757,2664.113,311.22598,462.1939,528.8268,3.5165234,3.386664,250.5584,95.57414,0.80212384,138.21957,5.2388463,103.73007,10.598389,9.840054,5.5657225,3.3577702,1.9215907,924.14636,248.89229,946.6713,19.29065
6973,azathioprine,8 day,Low,666.01086,9.332937,38.71834,63.46847,22.755373,38.94567,22.992205,168.0358,205.29973,51.81599,2.6203523,0.8545127,19.6297,51.44107,28.160105,42.483143,535.0441,2329.3408,358.17722,423.6924,488.4945,1.7757909,2.2691395,291.28992,117.16463,0.8566612,139.47769,5.2164483,106.977295,9.605826,8.531956,5.8635426,2.8831112,1.709894,721.90155,248.62257,1009.04407,14.8374
6974,promethazine,8 day,Low,571.2444,10.117137,33.965252,67.06725,22.260761,40.747555,27.99466,191.08553,302.57953,42.215694,2.2346041,1.0258925,25.075426,49.760345,33.113323,46.061527,407.85422,2648.95,318.13562,453.62097,538.90546,3.421692,3.3590264,251.88814,98.017136,0.81634146,138.47984,5.2838287,103.782,10.510138,9.860754,5.5550194,3.301636,1.914714,918.69135,249.99918,962.0293,19.183178
6975,imipramine,29 day,Middle,566.6346,10.208484,34.035793,67.25879,22.249441,40.873585,28.44925,189.36806,310.9058,42.000828,2.1769834,1.0255872,25.755363,49.119347,32.99573,45.475384,396.98883,2666.4014,310.37247,463.29773,527.6705,3.513737,3.3751311,250.49432,95.82222,0.79933614,138.21724,5.251759,103.76564,10.58099,9.832995,5.5732403,3.3628912,1.9211106,926.6592,248.43176,949.81757,19.320084
6976,chlormezanone,15 day,Low,687.1358,9.377022,39.957836,63.232883,22.696667,38.878838,21.705383,160.97998,193.78108,52.573635,2.5061698,0.83167666,18.928114,50.912033,27.102987,40.432167,557.3142,2274.7043,351.12375,419.7047,463.4607,1.5807651,2.1694965,292.2923,116.54313,0.85579085,139.51933,5.149851,107.32027,9.487288,8.241242,5.924559,2.899913,1.6904703,711.87195,246.27757,985.72076,14.146553
6977,cyclophosphamide,29 day,Middle,740.2406,9.37201,42.51111,62.924576,22.559523,38.754124,18.677826,143.57205,165.27695,53.823807,2.3025522,0.77547157,17.393456,49.934353,24.717028,36.133125,607.35834,2150.1558,337.6126,406.81467,408.21945,1.175156,1.9496039,296.15817,114.489914,0.8601983,139.62529,5.003534,108.30293,9.221934,7.443665,6.035996,2.9344609,1.6565852,673.6638,240.62987,941.11993,12.448816
6978,nitrofurantoin,15 day,Low,742.8154,9.396838,42.617447,62.98522,22.534859,38.87157,18.496166,144.08917,165.19691,53.661716,2.3107018,0.7799385,17.372648,49.94114,24.611023,35.94562,610.22015,2167.0242,336.97327,408.52194,407.87576,1.1638486,1.9416894,295.20737,113.8261,0.8664187,139.66469,4.998001,108.3895,9.217813,7.393474,6.049133,2.9306433,1.6604933,670.04944,240.34782,940.30444,12.332428
6979,caffeine,15 day,Low,738.2132,9.413782,42.51102,62.994217,22.590631,38.81151,18.884798,145.23508,165.28761,53.675945,2.3064837,0.7792993,17.391401,49.89505,24.789167,36.153046,607.45526,2155.591,338.89322,406.8104,408.7884,1.1828791,1.9430622,294.52872,114.42457,0.8648449,139.66725,5.0036135,108.31718,9.225502,7.448822,6.0375986,2.941294,1.650734,678.884,241.40819,938.24915,12.500763
6980,carbon tetrachloride,29 day,Low,812.35114,9.417834,46.19526,62.09976,22.440128,38.58381,14.671162,117.97823,125.79441,56.077328,1.9687333,0.68364155,15.136873,48.043613,21.346033,30.157139,674.4112,1966.2991,317.4343,385.82794,328.61887,0.7168694,1.6279818,302.62143,110.671715,0.861651,139.72415,4.792619,109.728226,8.819935,6.42964,6.2498827,3.0028005,1.5852827,621.0272,232.87604,874.5852,10.142284
6981,ethionine,8 day,High,790.5583,9.455157,45.148582,62.55497,22.496191,38.715122,15.96614,127.4358,137.65395,55.360447,2.071106,0.71336156,15.832862,48.551445,22.438425,31.914312,654.5917,2027.6193,323.16605,393.80667,352.46317,0.84379876,1.7198687,300.20236,112.40891,0.86386484,139.74065,4.8460546,109.30186,8.938535,6.7442856,6.179193,2.994012,1.6047728,644.7333,235.49689,891.14856,10.847637
6982,ethionine,8 day,Low,791.7265,9.470915,45.155407,62.48642,22.470205,38.740475,15.928048,127.16389,137.69829,55.199764,2.0625281,0.7126181,15.741746,48.382065,22.347582,31.897173,654.74164,2024.3702,323.59784,393.79346,352.73056,0.836475,1.7085391,300.36578,111.97388,0.8621784,139.72194,4.851796,109.329475,8.950061,6.7358017,6.190333,2.9892952,1.5974288,640.60754,236.11195,893.7293,10.812887
6983,clomipramine,29 day,High,564.8666,10.30754,34.133286,67.37112,22.178104,41.110317,28.699196,189.54037,316.79074,41.703358,2.1308913,1.0293301,26.269009,48.782036,32.94454,44.969246,389.63617,2666.5745,302.75354,469.89792,521.0691,3.5866485,3.3819973,248.02779,93.75149,0.7858357,138.02591,5.205188,103.65342,10.641438,9.814462,5.5727167,3.4123166,1.9304103,941.59,247.1113,927.70166,19.436499
6984,ticlopidine,15 day,Low,581.34875,9.2318125,33.75488,65.676125,22.86901,39.399025,26.524536,189.60342,256.6197,45.401974,2.6154647,0.97108084,22.113203,52.73064,32.66355,49.651695,449.08896,2622.5264,361.3647,403.73987,575.52356,2.8899498,3.0619411,271.99936,116.04246,0.8797623,139.79918,5.4995494,104.485435,10.089768,9.843427,5.601713,2.9401245,1.8547848,841.7031,261.74905,1055.8035,18.76373
6985,clofibrate,29 day,Middle,695.40497,9.341057,40.25989,63.346478,22.707476,38.857304,21.27679,158.48412,189.82922,52.698895,2.47496,0.8261117,18.729244,50.820496,26.794342,39.88576,565.1163,2266.0642,350.4426,416.33008,455.24857,1.5198437,2.1512399,294.1224,116.33246,0.8579725,139.63295,5.1316724,107.503685,9.451431,8.094292,5.9385114,2.9126556,1.6880559,709.1883,244.6931,980.0942,13.936716
6986,griseofulvin,8 day,Middle,572.6096,10.092446,33.95115,67.024445,22.305002,40.671658,27.855326,190.82614,300.56207,42.266033,2.2522378,1.0264287,24.920097,49.99298,33.10009,46.401196,411.69522,2646.1423,322.3945,449.7601,541.33203,3.3934822,3.3488588,254.05092,99.36728,0.82203066,138.62434,5.283615,103.846596,10.486145,9.866282,5.5542827,3.2795107,1.9104241,909.47156,251.03612,968.1644,19.131563
6987,papaverine,15 day,High,569.3045,10.207219,33.957344,67.175224,22.205376,40.876453,28.287542,190.78436,310.112,42.027084,2.1938689,1.026044,25.589073,49.231747,33.10716,45.565636,400.62732,2658.8367,312.32068,462.8845,533.02026,3.4922001,3.3766966,250.44386,95.58385,0.80396056,138.28134,5.248082,103.71692,10.594237,9.876347,5.572879,3.3501298,1.9202001,925.0723,249.52682,944.76416,19.312962
6988,benziodarone,15 day,Low,569.51404,10.165741,33.88216,67.10979,22.258602,40.819897,28.12792,190.75484,305.57068,42.097427,2.2198157,1.0269564,25.311466,49.53013,33.05259,45.917557,405.6316,2658.5842,317.2397,456.14304,535.7146,3.4489946,3.3644888,252.57805,97.56308,0.81068885,138.42264,5.258454,103.78531,10.54346,9.847359,5.561623,3.3240635,1.9108422,917.4465,250.03825,955.1589,19.225096
6989,fenofibrate,29 day,Middle,579.1479,9.9078865,33.728786,66.61196,22.406666,40.418423,27.43055,190.91885,287.3431,42.925808,2.3591788,1.0191474,23.985126,50.832584,33.03312,47.593895,423.35327,2641.5486,337.34766,431.4809,555.51025,3.2395866,3.3349447,258.72977,103.432594,0.84427714,139.09837,5.333044,103.96489,10.372738,9.852871,5.539409,3.1622527,1.8910578,892.72534,254.44838,996.18085,18.898714
6990,chlorpropamide,15 day,High,713.4647,9.361589,41.3345,63.118988,22.669455,38.906384,20.094177,152.74402,177.52481,53.298054,2.4059563,0.8049234,18.107273,50.360172,25.917038,38.12221,585.666,2215.874,343.53592,413.4748,436.59183,1.3603014,2.0444582,293.99634,115.68414,0.8559617,139.67862,5.0565205,107.816864,9.357468,7.858306,5.9792466,2.9301333,1.6697689,700.792,242.94197,961.6632,13.28829
6991,carboplatin,29 day,Middle,801.61426,9.463185,45.57549,62.36564,22.469141,38.69722,15.404191,123.52113,131.74005,55.641724,2.0350451,0.6970546,15.412838,48.142857,21.967983,31.106972,664.9327,1986.6707,320.8056,392.55206,343.4151,0.78265244,1.6728445,301.16187,111.134026,0.86517173,139.68295,4.8258467,109.51889,8.885857,6.596693,6.2103415,3.000876,1.5925657,632.4905,234.32727,884.5129,10.560462
6992,clomipramine,15 day,Middle,567.1437,10.291314,34.100155,67.360405,22.162586,41.08378,28.612108,189.63542,315.94666,41.79712,2.1195164,1.0320885,26.308758,48.749077,32.82521,45.19976,391.5314,2680.2444,302.93506,468.30106,522.07635,3.573905,3.3938153,247.72015,93.62049,0.7865469,138.069,5.220805,103.66554,10.637996,9.843904,5.573601,3.4140427,1.92817,936.49945,248.65227,928.35394,19.420198
6993,iproniazid,8 day,High,728.7023,9.376506,41.935406,62.90336,22.598648,38.722916,19.493176,147.14268,170.86613,53.63562,2.3480034,0.7833902,17.750448,50.196785,25.185375,37.100662,597.2102,2177.488,340.42786,409.6974,420.56967,1.2600218,1.9948734,294.70322,114.78772,0.8608709,139.59525,5.053538,108.0749,9.269912,7.6224146,6.0132265,2.9278278,1.6668987,682.1259,241.80577,950.8041,12.812144
6994,puromycin aminonucleoside,29 day,Middle,584.4801,9.409394,33.673473,65.95391,22.700201,39.720444,26.86708,189.9689,267.64597,44.525402,2.5270462,0.99152696,22.662365,52.005024,32.714027,49.273952,437.3321,2614.9968,356.0698,411.2207,569.34607,3.0084858,3.1860867,267.75626,111.97389,0.86597115,139.59016,5.4688106,104.27132,10.182949,9.88112,5.579738,3.0066936,1.8538072,861.4887,260.88544,1035.0582,18.820187
6995,diclofenac,29 day,Low,661.3559,9.279569,38.44888,63.53647,22.760717,38.930885,23.164648,169.91557,207.57948,51.77999,2.6250095,0.8617697,19.737286,51.543346,28.341642,42.85769,529.79346,2334.0144,357.3491,426.349,493.87045,1.827573,2.3015935,290.41467,117.375244,0.85673565,139.56602,5.2227335,106.83054,9.646559,8.655949,5.8576517,2.8795156,1.7216185,731.19073,248.28284,1009.82465,15.083593
6996,methylene dianiline,29 day,Middle,692.9764,9.363585,40.297935,63.26178,22.717468,38.8698,21.214476,159.09492,188.4047,52.68623,2.4877276,0.82527614,18.715921,50.927242,26.824156,39.928146,565.57263,2266.779,349.3247,418.45706,455.8769,1.5258055,2.1322455,292.00412,116.28226,0.85774195,139.5831,5.134002,107.51732,9.456218,8.133942,5.9358788,2.9049916,1.6893648,708.5592,246.08653,979.39514,13.935125
6997,ranitidine,8 day,Low,587.67804,9.027814,34.76254,64.85885,22.986599,39.131134,26.023191,190.24641,238.72916,48.169315,2.780428,0.93412054,20.975105,53.39385,31.762522,48.613487,471.22922,2535.227,366.882,412.81012,575.4884,2.5431404,2.689116,279.7456,121.6677,0.8832789,139.80093,5.493725,105.20941,9.928062,9.64538,5.67193,2.881886,1.8199261,794.9748,258.79504,1064.5721,17.85424
6998,acetazolamide,15 day,Middle,791.83405,9.451083,45.11576,62.485382,22.465895,38.725887,15.949028,127.47367,138.61572,55.170918,2.0819705,0.71286887,15.801259,48.56062,22.375788,31.900576,653.2062,2024.9114,324.9127,395.3139,355.5338,0.8411464,1.7145913,299.87912,111.83156,0.8646901,139.72649,4.8541117,109.319176,8.943065,6.725965,6.190857,2.9800804,1.6056203,638.57764,235.21999,896.90424,10.739361
6999,cyclophosphamide,8 day,High,738.90424,9.409054,42.51998,62.96196,22.584774,38.856285,18.737734,143.82272,165.76697,53.840874,2.3037841,0.7758415,17.33033,49.791,24.759457,36.082714,608.58624,2153.5286,337.65198,408.55557,407.9859,1.1838841,1.9657726,296.1059,114.403496,0.86173344,139.65834,4.994188,108.312874,9.2277155,7.449575,6.030758,2.9465075,1.6532671,678.0134,241.32974,941.0969,12.416302
7000,griseofulvin,15 day,Low,573.1675,10.099561,33.871082,66.97393,22.290577,40.682842,27.93096,190.77245,299.93933,42.337196,2.274693,1.0219971,24.834393,49.959908,33.141808,46.485004,410.6002,2642.8257,323.27954,450.65604,544.5063,3.3760705,3.3511553,254.10292,99.18797,0.8242051,138.63902,5.27961,103.82051,10.49672,9.882896,5.557685,3.2628675,1.9050218,909.75836,251.47223,965.4768,19.102242
